readlabel	chrom	strand	startcoord	status	haplotype
665df413f9564983	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145	0,1,0,1,0,1,0,1,0,0,1,0,0	noH
c56fd626146b42f5	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1	H2
47b3f48c06da4167	chrEXPLORE	+	1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,1,1,0,1,1,0,0,0,0,1	noH
b1354bd9562f4d72	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0	H2
fc076926b8b8444e	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	1,0,0,0,0,0,0,1,0,0,0,0,1,0,0	H2
766369f0b80644d2	chrEXPLORE	+	1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909	1,0,0,1,0,0,0,0,1,0,0,0,0,0,1	H2
9fbea9e8ee4040c2	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1	noH
de01de14f29e42f2	chrEXPLORE	+	1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909	1,0,1,0,1,0,0,1,0,1	noH
ca2abf49aa074784	chrEXPLORE	+	1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	0,0,1,1,0,0,1,0,0	H2
d13ff4dacec748d5	chrEXPLORE	+	1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744	0,0,0,0,0,0,1,0,0,0	noH
b2f75ef869a0454f	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689	0,0,1,0,1,0,1,0,0,1,0	H1
af758ee41fb943a5	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909	0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0	H2
59283355f41348ba	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715	1,1,0,0,1,0,1,1,1,0,1,0	H2
91c735fb6edb41d4	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0	H1
281266764ba243c7	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1	noH
f8643aad213c4771	chrEXPLORE	+	1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	0,0,0,0,1,0,0,0,0	H2
