readlabel	chrom	strand	startcoord	status	haplotype
3893e9e7c531437b	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909	1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0	noH
b9fb6cb2e9b34e71	chrEXPLORE	+	1521669,1521759,1522182,1522192,1523076,1523294,1523522	1,1,1,1,1,1,1	noH
cd0d171198b5413f	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909	1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0	H2
80bb60375f1345d6	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1	H1
c080ae8f6cfc4ab4	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872	1,1,1,0,1,0,0,1,0,0,0,1	H1
732376991b914280	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0	H1
a1871547d6504087	chrEXPLORE	+	1521669,1521759,1522182,1522192,1523076	1,0,0,0,1	noH
d5f639e77d084f8f	chrEXPLORE	+	1523076,1523294,1523522,1523532,1523718	0,0,1,0,1	H2
0ff0421396ea4646	chrEXPLORE	+	1521759,1522182,1522192,1523076,1523294,1523522,1523532	1,0,0,1,1,1,1	H2
37c9308a481f4e28	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1	H1
834bf401cda648bb	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192	0,1,1,1,0,1	noH
fe2c5fa54b664242	chrEXPLORE	+	1523532,1523718,1523850,1523872,1523937,1524379	1,1,1,1,0,1	noH
e2b566272bb24226	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909	0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0	H2
30433e542bb740ff	chrEXPLORE	+	1523076,1523294,1523522,1523532,1523718,1523850,1523872	0,0,1,1,1,0,1	noH
e12de91aec624bf7	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909	1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1	noH
b0ebbd0c240f4a4a	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538	0,1,1,0,0,0,1,0,1,0,1,1	noH
595a0e0a7d614c8f	chrEXPLORE	+	1523850,1523872,1523937	1,0,0	noH
679310c9bad347f9	chrEXPLORE	+	1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909	1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0	H1
93980585495b4108	chrEXPLORE	+	1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659	0,1,1,1,1,1,1,0,1,0	H1
019fd6dd7a5543d1	chrEXPLORE	+	1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	0,0,1,0,0,1,1,1,0,1	H1
cb0993e27d294cbb	chrEXPLORE	+	1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872	1,0,1,1,0,1,1,1,1,1	noH
3c99b130f80b4ae4	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	0,1,1,0,1,0,1,1,0,1,0,0,0	H2
817b8596ee894d46	chrEXPLORE	+	1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659	1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1	H1
63def68445d14376	chrEXPLORE	+	1523076,1523294,1523522,1523532	0,0,0,0	H1
3cdbd5db8e1d474b	chrEXPLORE	+	1523294,1523522,1523532,1523718	0,1,1,1	noH
25daee1bd3f64490	chrEXPLORE	+	1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	0,1,0,1,1,0,1,1,0,0,1,0	H1
b5472292af0e4b6d	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532	1,1,1,0,0,0,0,1,0	H2
6077d70549e94701	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076	0,0,0,1,1,0,0	noH
592e15804590410c	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0	H1
4933fab0c9a949b9	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659	1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1	noH
a031f7c368014355	chrEXPLORE	+	1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	0,1,1,1,1,0,1,1,0,0	noH
20488f6f7a8045c4	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937	1,1,1,1,1,1,0,0,1,1,1,1,0,0	H2
3bbb7a72f8694aad	chrEXPLORE	+	1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1	H1
08d53753246e4181	chrEXPLORE	+	1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659	0,1,1,1,1,0,1,0,0,1,0	H1
e21f5adc0b7a446b	chrEXPLORE	+	1523294,1523522,1523532,1523718,1523850,1523872,1523937	0,0,0,0,0,0,1	H2
