readlabel	chrom	strand	startcoord	status	haplotype
353bfcbc14844ef5	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
67d905adc30840f3	chrEXPLORE	+	1208726,1209014,1209037	1,0,1	H2
80e43fcf2f0041db	chrEXPLORE	+	1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	1,1,1,1,1,1,1,1,1	noH
a8fb0461fa2a4087	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1	noH
4ec6ff8682a641ea	chrEXPLORE	+	1209014,1209037,1209832,1209928,1210226,1210309	0,0,0,0,0,1	H2
67e15aebf424400c	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0	noH
cb6a6c009af24484	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1	H1
be4814d18da3464f	chrEXPLORE	+	1209832,1209928,1210226,1210309	0,0,0,0	noH
6e48b82333f740f3	chrEXPLORE	+	1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634	1,0,1,1,0,1,1,1,1,1	noH
cac970570dcc4afd	chrEXPLORE	+	1208726,1209014,1209037,1209832,1209928,1210226	1,1,1,1,1,1	H1
614580ecea6f42a2	chrEXPLORE	+	1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135	0,0,1,0,0,0,0,0,0	H2
bb0035014d6d4cb3	chrEXPLORE	+	1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1	H1
e32a2013ce194e9a	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1	H1
db9d6cae6c1548cb	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0	H1
f56cc6b2f39746dc	chrEXPLORE	+	1210579,1211135,1211634,1212070	1,0,1,0	H2
e4284ce38a994e24	chrEXPLORE	+	1210309,1210506,1210548,1210579,1211135,1211634,1212070	1,1,1,0,0,1,1	H1
389be543af0f428c	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1	H2
88c21a10d37743e4	chrEXPLORE	+	1210548,1210579,1211135,1211634,1212070,1212266	1,1,1,1,0,1	H1
ae6ec0798aa74aa6	chrEXPLORE	+	1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,0,1,0,1,0,0,0,0,1,0,0,1	H1
75a166c50af74346	chrEXPLORE	+	1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	1,0,0,1,1,0,0,1,0,0,1,0,0,0,1	H2
6f5883e7e3e14d5e	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548	0,0,0,0,0,1,0,0,0,0,0,1,1	H1
471ccfa598c34611	chrEXPLORE	+	1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634	0,0,0,0,0,0,0,0,1,0	H2
57baa5e804234db5	chrEXPLORE	+	1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070	1,1,1,1,1,0,1,1,0,1,1,1,1,1	H1
52a192232ec24ec5	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579	0,0,0,0,0,0,0,0,0,1,0,1,0	noH
02e3c08b058446bf	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226	1,0,0,0,0,0,0,0,0,0	H2
222f9abb8a594a56	chrEXPLORE	+	1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070	0,0,1,0,0,1,1,0,0,1,0,0,0,0	H1
