readlabel	chrom	strand	startcoord	status	haplotype
cf24c3943bdc4e6c	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0	noH
3ac8de3dd54f4732	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0	H1
d05642e5fb92431e	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
bcd2abfcc97745f8	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956	0,0,0,0,0,0,0,0	noH
9ce96a88621945bd	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312	1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
4804e4ef122a4030	chrEXPLORE	+	1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	0,0,0,0,0,0,0,0,1,0,1,0,0,0	H2
2f4ef521b5394082	chrEXPLORE	+	1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,1,1,1,0,1,1,1,1,1,0,1,1,1	noH
5080be6c12b54257	chrEXPLORE	+	1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403	0,0,0,0,0,0,0,0,0	noH
5ba9f3ded113433a	chrEXPLORE	+	1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,1,0,0,1,1,1,1,0,1	H1
6e05de9d12ac42de	chrEXPLORE	+	1001843,1001956,1002024,1002213,1002243,1002312	1,1,1,1,1,1	noH
41c8d26f1334447c	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1	H1
9a607f9ce97a46af	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	H2
ec6654320fb3486a	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312	0,0,0,0,0,0,0,0,0,0,0,0,0,1	H2
8d2ba5a0211542e6	chrEXPLORE	+	1002403,1002524,1002831,1002875,1003019	0,0,0,1,0	H2
c5451238f4924856	chrEXPLORE	+	1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213	1,1,1,1,1,1,1,1	noH
9f3b0a064e8c4e41	chrEXPLORE	+	1001695,1001843,1001956,1002024	1,0,1,0	H1
e6d555dab3c04474	chrEXPLORE	+	1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	0,0,1,0,1,0,1,1,1,1,1,1,1	noH
b852947655ab46ff	chrEXPLORE	+	1000439,1001139,1001496,1001543	0,0,0,0	H2
960b7a7eb7e54597	chrEXPLORE	+	1002312,1002403,1002524,1002831,1002875,1003019	1,1,1,1,1,1	H1
