readlabel	chrom	strand	startcoord	status	haplotype
03646dd5e38543a6	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0	H1
76552de16fa44fdf	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418	0,0,1,0,0,0,1,1,0,0,0,0,0	H2
9d6afe9b75814282	chrEXPLORE	+	1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003	0,1,0,0,1,1,0,0,0,0,0,1	H2
c21cccd2a82f4dc4	chrEXPLORE	+	1625861,1626137,1626602	1,1,0	H1
5b8ea2a86c304600	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1	H2
a66fcd71c9c74307	chrEXPLORE	+	1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	0,0,1,1,0,1,1,1,0,1	noH
8104641b905d4c1d	chrEXPLORE	+	1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	0,1,0,0,0,0,1,0,1	H2
c9d2ed968c2648da	chrEXPLORE	+	1627329,1627418,1627956	1,0,0	H1
a738cbfe9fdc4c93	chrEXPLORE	+	1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982	0,0,0,1,0,1,0,0,1,1,1,0,1,0,0	H2
ee6d4fdc2e6e4705	chrEXPLORE	+	1625861,1626137,1626602,1626612,1626760,1626770	1,0,0,0,1,0	H2
4ea9f577e8d041ca	chrEXPLORE	+	1627329,1627418,1627956,1628155,1628699,1628982,1629003	0,1,1,0,1,0,1	H1
9f19f03a0a4d4d7e	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1	H2
1feec8f6a0884515	chrEXPLORE	+	1625861,1626137,1626602,1626612,1626760	1,1,0,1,0	H2
82040e11efb441c0	chrEXPLORE	+	1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003	1,0,1,1,1,0,0,0,0,0,0,0,0,0,1	noH
d6f605d0638a44dd	chrEXPLORE	+	1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699	0,0,0,0,0,1,0,0,0,1,1,0,0	H1
bcf30f9f7ad64f3c	chrEXPLORE	+	1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1	noH
4dc6c5e1b59242e1	chrEXPLORE	+	1625657,1625741,1625861,1626137	0,1,1,0	H2
eb88cf80cb0f400e	chrEXPLORE	+	1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,0,0,0,0,1,1,1,1,0,1,0,1	H1
b7f8089b4ce046e3	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612	0,0,1,1,1,1,0,0	noH
b4dfd4428f944f27	chrEXPLORE	+	1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1	noH
047196bedef543c1	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003	0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0	H1
423a141f43394a0e	chrEXPLORE	+	1629003,1629055,1629155	0,0,0	H2
abce1d22eaa446b2	chrEXPLORE	+	1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055,1629155	0,0,0,1,1,1,1,1,0,0,0,0	noH
52353c6b1c454491	chrEXPLORE	+	1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956	1,0,1,0,0,1,1,0,0,0,1	H2
98deda4a24614c7a	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699	0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0	H2
c48a460c756d4292	chrEXPLORE	+	1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1	H2
d49536bb86324769	chrEXPLORE	+	1625741,1625861,1626137,1626602	1,0,0,0	noH
8fb3a476e0a24e52	chrEXPLORE	+	1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003	1,1,0,0,1,0,0,0,0,0,0,0,1	H2
bf89fe7fe6384557	chrEXPLORE	+	1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	0,0,0,0,0,0,0,1,0,0,1,0,1,0,0	H2
58e132fbc9634521	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982	0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0	H1
e50ff7277f9f4cb4	chrEXPLORE	+	1626602,1626612,1626760,1626770	0,0,0,0	noH
8fe2d08f87a54073	chrEXPLORE	+	1625250,1625540,1625657,1625741,1625861,1626137,1626602,1626612,1626760,1626770,1626896,1627329,1627418,1627956,1628155,1628699,1628982,1629003,1629055	1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0	H2
