readlabel	chrom	strand	startcoord	status	haplotype
bea36c335be34a76	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937	1,0,0,0,1,1,0,1,1,1	noH
0743082ab35f4a18	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	1,1,0,0,0,0,1,0,1,0,1,0,0	H2
29a484c966ea42fd	chrEXPLORE	+	1523718,1523850,1523872	1,0,0	H2
309135df046a4ed1	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937	0,1,1,1,1,1,1,0,0,0	H2
9217af9c2aff4ff7	chrEXPLORE	+	1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	1,1,1,1,0,0,0,1,0,1,0,1,0	noH
8a8707889b014786	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909	0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0	H2
a0b4a1b4a50f42d6	chrEXPLORE	+	1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	0,1,0,0,1,0,1,0,0,1	H2
21c28816565c4526	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0	noH
0ebdfd51e8124e4d	chrEXPLORE	+	1521759,1522182,1522192,1523076	0,0,1,0	H2
27da67fab84a49c0	chrEXPLORE	+	1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937	0,1,1,0,1,1,1,1,1,1,1,1	H1
e406f0231dec4c8b	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532	0,1,1,0,1,1	H2
efdda85c2a1a4554	chrEXPLORE	+	1523937,1524379,1524538	1,0,0	H2
74de5d6b8db546f1	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538	1,0,1,1,0,1,0,1,0,1,1,1,0,1,0	noH
8acb6c67f4d54abe	chrEXPLORE	+	1523532,1523718,1523850	1,0,0	H1
54d72c247a2a4dba	chrEXPLORE	+	1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538	1,1,1,1,1,1,0,1	H1
09dfdc2b92834cdc	chrEXPLORE	+	1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	1,0,1,0,1,0,0,1,0,1,0,1,0,0,0	H1
541a2482c0534d2e	chrEXPLORE	+	1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	1,1,1,1,1,1,0,0,1,0	H2
5470d281a3364c6c	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0	H2
e9d34538f79344e8	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909	1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1	noH
b049381240d94c5d	chrEXPLORE	+	1521759,1522182,1522192,1523076,1523294,1523522,1523532	0,0,0,1,0,1,1	noH
c3fe0d9214124a34	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718	0,1,1,1,0,0,1,0,1,1	H2
d0f949d005cc463c	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	0,1,0,1,1,1,0,1,0,0,0,0,0	H2
1a8991f55de14d80	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0	noH
b16d57e34692446a	chrEXPLORE	+	1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850	1,0,1,0,1,1,1,0,1	H2
93ab50cca5d44688	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538	0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0	H1
d762a4ada59e414b	chrEXPLORE	+	1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659	1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1	H2
30fe2711652e46ad	chrEXPLORE	+	1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379	1,1,1,0,0,0,1,0,1,1,0,1	noH
0213d3dd1c244e0f	chrEXPLORE	+	1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538	1,1,0,1,0,1,1,0,1,0,1,1,0,1	noH
adf0b03b755e48e8	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909	0,0,0,0,0,0,1,1,0,1,1,0,0,1,1	H2
f5418fe778bd40ee	chrEXPLORE	+	1523076,1523294,1523522,1523532,1523718	1,1,1,0,0	noH
fae08af0bd284447	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1	noH
bcfc6329aac740a0	chrEXPLORE	+	1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0	noH
c5e6a037dbc944ca	chrEXPLORE	+	1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909	0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0	H2
301584a26fb443bc	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718	0,0,1,1,0,0,0,0,0,0,0	H2
52b63e19096e4f35	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538	0,1,1,1,0,0,1,1,0,0,0,1,0,0,0	H2
333197f64e8e4b47	chrEXPLORE	+	1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	1,0,0,1,0,1,0,0,1,1,1,1,1,0,1	H2
1bc7545a4b634d2c	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659	0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1	noH
bd32fd48f53c4cd6	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644,1524659,1524909,1525151	1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0	noH
28d061d09c2049e0	chrEXPLORE	+	1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1	H2
453a8a1620e44d52	chrEXPLORE	+	1521419,1521580,1521669,1521759,1522182,1522192,1523076,1523294,1523522,1523532,1523718,1523850,1523872,1523937,1524379,1524538,1524644	1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0	H2
