readlabel	chrom	strand	startcoord	status	haplotype
7df0719dbff046da	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715	1,0,1,0,0,1,0,0,1,1,0,1,0	H2
cc0024c1af924678	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744	0,0,0,0,0,1,0,0,0,0,0,0,0	H2
9b95cd7de0c54916	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0	noH
4d6db1b0a36a4fda	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0	H2
6f4f89b542494595	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744	0,1,0,1,0,0,1,0,1,0,1,0,0,0	H2
601b455fd2804ab6	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582	1,0,0,1,1,1	noH
d5bbd32f4fc147eb	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0	H2
12ae5593bcaa4d81	chrEXPLORE	+	1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909	0,0,0,0,1,0,0,0,0,1	H1
31628084a717477b	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0	noH
f72bbdf237364be6	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145	0,0,0,0,0,1,1,1,0,1,1,0,0,0	H2
7a4bdf506110471c	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648	1,0,0,0,0,0,0,0,1,0,0	noH
6abb8596ff1445ef	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0	noH
dc1fabb8596b4bf0	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0	H2
6e6ca382a160462c	chrEXPLORE	+	1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909	1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0	H1
fd0165942ec34e2d	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744	0,0,0,0,0,0,0,0,1,0,0,0,1,1	noH
7f008ad43f8849fa	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603	1,0,0,1,1,0,1,0	H2
9750a8beefd943ff	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603	0,1,0,1,1,0,0,0,0	H1
98c8629c85dd440a	chrEXPLORE	+	1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450	0,0,1,0,1,1,1,0,0,0,0,0,0,0,0	noH
e96b952ab2e04d58	chrEXPLORE	+	1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,0,1,0,0,0,0,1,0,0,1,0,0	noH
8657ff79e83b4da9	chrEXPLORE	+	1419744,1420019,1420145,1420450,1420724	1,0,0,0,1	noH
bb72b314322d4ddf	chrEXPLORE	+	1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724	0,0,0,0,1,1,0,1,1	H1
5daf1b42ca9542ac	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1	H1
be4f3ef98b3447f7	chrEXPLORE	+	1419603,1419648,1419689	1,0,0	noH
09eda25ab98e49a1	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287	0,0,1,0,1	noH
4c62b294182246cb	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0	H2
8ccc9bf208764858	chrEXPLORE	+	1417329,1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0	H2
26de33774ab34ed3	chrEXPLORE	+	1417366,1417619,1417913,1418037,1418287,1418553,1418582,1419259,1419603,1419648,1419689,1419715,1419744,1420019,1420145,1420450,1420724,1420909,1421140	1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0	noH
