readlabel	chrom	strand	startcoord	status	haplotype
b56e2994a8164bf1	chrEXPLORE	+	1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107	1,1,0,1,1,1,0,0,1,0,0,0	noH
72c5f93f9d9b4d7e	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304	1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0	H2
677bf96ac6204f6d	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0	noH
4e10c1a50a504852	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
635aedbffb75444c	chrEXPLORE	+	1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404	1,1,1,1,0,0,1,0,1,0,1,1,0,1,0	H2
131078f749354322	chrEXPLORE	+	1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,0,1,0,0,0,1,0,1,1,1,1,1	H2
9121a7301af344fa	chrEXPLORE	+	1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404	1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1	noH
dd0ff73811aa4d6e	chrEXPLORE	+	1314695,1314706,1314836,1314989,1315026,1315103,1315219	1,1,1,1,1,1,0	noH
2582eea7988d4a55	chrEXPLORE	+	1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,1,1,1,1,1,1,1,1,1,1	noH
f52e68a76d0b4165	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109	1,1,0,1,0,1	noH
89064a5426164979	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1	H1
4e09feaa99e847ec	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	H2
e0a91f17b94d4d76	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0	noH
b01303f561a84384	chrEXPLORE	+	1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	1,0,1,0,0,0,0,0,1,0	H2
ba4b194d5c14499d	chrEXPLORE	+	1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026	0,0,0,1,1,1,0,1,0	H2
8f206b0b227f4a13	chrEXPLORE	+	1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
f654940783644263	chrEXPLORE	+	1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	1,0,1,0,1,0,0,0,1,1,0,1,0,0,1	H1
5ba5ef6f93a74a6f	chrEXPLORE	+	1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1	H2
71fcafca971841d7	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109	1,1,1,1,1,1	noH
7435ccc987544505	chrEXPLORE	+	1314695,1314706,1314836,1314989,1315026,1315103,1315219	1,1,1,0,0,1,1	noH
ebe60b6badcc48d1	chrEXPLORE	+	1314695,1314706,1314836,1314989,1315026	1,1,0,1,1	H2
53e9e9e457a84524	chrEXPLORE	+	1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103	1,1,1,1,0,1,1,1,0,1	H1
3e09d78fd8cd405a	chrEXPLORE	+	1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0	H2
eb773707373149f6	chrEXPLORE	+	1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404	0,1,1,0,0,1,1,1,1,0,0,0,1,1,1	noH
b792efc926e240df	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
09e17a535a5f48d5	chrEXPLORE	+	1314695,1314706,1314836,1314989,1315026,1315103	1,1,1,1,1,1	noH
76ab0636fa504c3d	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304	0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0	H2
2e42169a9b5e4be4	chrEXPLORE	+	1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	1,1,1,1,1,1,1,1,1,1,1,1	H1
19ece183407b4bdc	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577	0,0,0,0,0,1,1,1,1,0,1,1,0	H2
2881e0197bb84638	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304	1,1,1,0,1,1,1,1,1,1,1,1,1,1,1	noH
45732da6b34e4993	chrEXPLORE	+	1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103	0,0,0,0,0,0,0,0,0	H2
64c1cedbecca4a57	chrEXPLORE	+	1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	0,1,0,1,1,1,0,1,0,0,0	noH
d7e1913ba9d14959	chrEXPLORE	+	1314695,1314706,1314836,1314989,1315026,1315103	1,1,0,0,1,0	noH
ee2cc81b2f8b4495	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
54097460136e4afe	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577	1,1,1,1,1,0,1,0,1,1,1,1,1	noH
