readlabel	chrom	strand	startcoord	status	haplotype
24bd4e237a694922	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548	0,1,1,1,1,1,0,0,1,1,1,0,1	noH
c1855c0ee08347d9	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506	1,1,0,0,1,1,1,0,0,1,1	H1
080e710402714548	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579	1,0,1,0,0,0,1,0,0,1,0,0,1,1	H1
a1e4564060694e33	chrEXPLORE	+	1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	1,1,1,1,0,0,1,1,1,1,1,0	H1
bc110dbd59ec436f	chrEXPLORE	+	1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	1,1,1,1,1,1,1,1,1,1,1,1	noH
0e96c699046e43b2	chrEXPLORE	+	1209928,1210226,1210309,1210506,1210548,1210579,1211135	1,1,0,0,1,0,1	H1
db09cd8c8c69414f	chrEXPLORE	+	1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070	0,1,0,0,0,1,1,0,0,0,0,0,0	noH
9ba0c1512f5f4dc0	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1	noH
ffabe0a72e5b45d4	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634	1,1,1,1,0,1,1,0,1,1,0,0,0,1,1	H2
5a8cb14795684dca	chrEXPLORE	+	1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,1,1,1,1,1,1,1,1,1,1,0,1,1,0	noH
cbd62a6c32b841fb	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634	0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0	noH
089997b80799461c	chrEXPLORE	+	1209037,1209832,1209928,1210226,1210309,1210506,1210548	1,0,1,0,0,1,0	H2
dbc0f2ddf9324be9	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070	1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1	H1
7bdacebd28544801	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1	noH
42327820a2b844c7	chrEXPLORE	+	1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	0,1,0,1,1,0,1,0,0,0,1,1,0,1	noH
74338172f17b4a29	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0	H2
0fddc04f02b745b9	chrEXPLORE	+	1212070,1212266,1212596	1,1,1	H1
613d1febaede4e1b	chrEXPLORE	+	1210548,1210579,1211135,1211634	0,0,1,1	H2
b8a8066346ae4a47	chrEXPLORE	+	1212070,1212266,1212596	1,1,1	H1
a7ff1f693a7f4556	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928	0,1,0,0,1,1,1,0,1	noH
6b63be908b824928	chrEXPLORE	+	1209037,1209832,1209928,1210226,1210309,1210506,1210548	1,0,1,0,1,1,1	noH
ba4c1ee705cb4368	chrEXPLORE	+	1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	1,1,1,1,1,1,1,1,1,0,1,1,1,1,0	noH
8372818c657c4150	chrEXPLORE	+	1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,1,1,1,0,1,1,1,1,1,1	H1
1c4a79f378944bff	chrEXPLORE	+	1211135,1211634,1212070,1212266	1,1,1,1	H1
8ec89bedc406437b	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	H2
d033876b2c1440d5	chrEXPLORE	+	1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,0,1,1,0,0,1,1,1,0,0,1	noH
3fb030a2c0164215	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1	noH
362630dca9de4186	chrEXPLORE	+	1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070	0,0,0,0,0,0,0,0,1,0,0,0,0,1,0	H2
