readlabel	chrom	strand	startcoord	status	haplotype
004c16353cd34bfa	chrEXPLORE	+	1001623,1001695,1001843,1001956,1002024,1002213	1,1,1,1,1,1	H1
524290f3b17948a2	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403	1,0,1,1,1,1,1,0,1,1,1,1,1	H1
9268adbb23e44ae4	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956	0,0,0,0,0,0,0,0,0,1,0	noH
2446b041a33e4741	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695	0,0,0,0,0,0,0,0	H2
966f42ab41cf4bd1	chrEXPLORE	+	1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312	0,0,1,0,0,0,0,0,0,0	H2
5f29836446cc4799	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1	H1
d241f40e08b64427	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243	1,1,1,1,0,1,1,1,1,1,1	H1
5939628df422436d	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623	1,1,1,1,1,1,1,0	noH
27b9e0c0bad34e14	chrEXPLORE	+	1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	1,0,1,1,1,1,0,0,1,1,1,1,1	noH
1b9389ada1744511	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695	1,0,1,1,1,1,1	noH
647eb026318a43f8	chrEXPLORE	+	1000439,1001139,1001496,1001543	0,1,1,1	noH
bcf15528533945b5	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623	0,1,1,1,1	H1
b7f9e27878ca4a19	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403	0,0,1,0,0,0,1,0,0,0,0,1,0,0	H2
1ceee90fe323466c	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1	noH
fa4eabfcd47e444e	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1	H1
edb26160f68b46d7	chrEXPLORE	+	1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024	1,1,1,1,1,1,1,1	noH
e5576eae4abe4922	chrEXPLORE	+	1001956,1002024,1002213,1002243,1002312,1002403	0,0,1,1,1,1	H1
b8071aff0f184522	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1	H1
204e85c3acec4efa	chrEXPLORE	+	1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243	0,0,0,0,0,1,0,0,0,0	noH
920f8703066c48bf	chrEXPLORE	+	1001623,1001695,1001843	0,1,0	noH
9b16ab6186264df8	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024	0,0,0,0,0,0,0,0,0,1	H2
b23a193fbda34dc7	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403	1,1,1,1,1,1,0,1,1,1,1,1,1	H1
da499e7ed23a4296	chrEXPLORE	+	1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	0,1,1,1,1,1,0,1,1,1,1,0,1	noH
96e35f683418416e	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312	1,1,1,1,1,1,1,1,1,1,1,1,0,1,1	H1
059f61f84dfc48f7	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213	0,0,0,0,0,0,0,0,0,0,0,0	H2
1a16cdd6748b4ad6	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
0eb754540fe745d6	chrEXPLORE	+	1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,1,1,1,1,1,1,1,1,0,1,1	noH
b91238f3a3dc471d	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
ceef849c267b404c	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1	noH
