readlabel	chrom	strand	startcoord	status	haplotype
9c3ac9df26b744e2	chrEXPLORE	+	1209037,1209832,1209928,1210226,1210309	0,0,0,0,0	H2
cfc9d3f1e6c247bb	chrEXPLORE	+	1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	noH
7c6f3724a66d4611	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037	0,0,0,0,0,0	noH
ae0d07231a864c99	chrEXPLORE	+	1209037,1209832,1209928,1210226,1210309,1210506	0,0,0,0,0,0	H2
382fd0e304dc4f7d	chrEXPLORE	+	1211135,1211634,1212070,1212266,1212596,1212610	1,1,1,1,1,1	noH
5da02e2dc7c84d8a	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0	H2
78210d5056bb40c6	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1	H1
c32c2cdd9f444b18	chrEXPLORE	+	1210579,1211135,1211634,1212070,1212266,1212596	0,0,0,0,1,0	H2
2c7dca17127e4669	chrEXPLORE	+	1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135	1,1,0,1,1,1,1,0,1,1,1,0,1	H1
d88922fc001f4cd0	chrEXPLORE	+	1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	noH
22974596544a40da	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0	H2
09b1ca50bb2d4f22	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1	H1
a3e6f79d86054eb1	chrEXPLORE	+	1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266,1212596,1212610	1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0	noH
dc6883c662e7459b	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928	0,0,1,0,0,0,0,1,0	H2
080753ec4e6046b6	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548	0,0,0,0,0,0,0,0,0,0,0,0	H2
76faf36c787441a9	chrEXPLORE	+	1211634,1212070,1212266	1,0,0	H1
926803d0f55f4162	chrEXPLORE	+	1209014,1209037,1209832,1209928	0,0,0,0	H2
0378a0a76d154951	chrEXPLORE	+	1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579	0,0,0,0,1,0,0,0,0	H2
71d8fddeed634e60	chrEXPLORE	+	1207968,1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1	H1
8e6239614e514c9a	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070	1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1	H1
5750e201dfe44eff	chrEXPLORE	+	1210548,1210579,1211135	1,1,1	noH
b48fa3637b3a4a98	chrEXPLORE	+	1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548,1210579,1211135,1211634,1212070,1212266	0,1,1,1,1,0,1,1,1,1,1,1,1,1	H1
06e89091dfb648f8	chrEXPLORE	+	1208007,1208106,1208696,1208726,1209014,1209037,1209832,1209928,1210226,1210309,1210506,1210548	0,0,0,0,0,0,0,0,0,0,0,0	H2
