readlabel	chrom	strand	startcoord	status	haplotype
b092301251a5476a	chrEXPLORE	+	1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404	1,0,1,0,1,0,0,0,0,0,0,0,0,0,0	H2
133716dbfeef4a6d	chrEXPLORE	+	1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1	H1
6d14f50b8af64c4d	chrEXPLORE	+	1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462	0,0,0,1,1,0,0,0,0,0,0,0,0,0	noH
6c84d981a7ee41be	chrEXPLORE	+	1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404	1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
44e49ac6b4c7402a	chrEXPLORE	+	1314989,1315026,1315103,1315219,1315577	0,0,0,0,0	noH
c8fbe20abf284a2f	chrEXPLORE	+	1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107	0,1,1,0,1,1,1,1,1,1,1	H1
f62582c28a1d4a39	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	noH
3ec95ddb3bab41e3	chrEXPLORE	+	1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107	1,1,1,1,1,1,1,1,1,1	H1
e92e774229224f16	chrEXPLORE	+	1312645,1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0	noH
f4ddcd796aa742ea	chrEXPLORE	+	1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026	0,0,0,0,0,0,0,0,0,1,0	H2
73c7cb311b2c4f56	chrEXPLORE	+	1312925,1313614,1313916,1313926,1314109,1314346,1314695,1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0	H2
aa0995bd136b41b5	chrEXPLORE	+	1314989,1315026,1315103,1315219,1315577,1316107,1316304,1316404,1316462,1317266	1,1,1,1,1,1,1,1,1,1	noH
d50c228ecd124dd3	chrEXPLORE	+	1314706,1314836,1314989,1315026,1315103,1315219,1315577,1316107,1316304	0,1,0,0,0,1,0,0,1	H2
68da7ab411d54bdc	chrEXPLORE	+	1313614,1313916,1313926,1314109,1314346,1314695	1,1,1,1,1,1	H1
