readlabel	chrom	strand	startcoord	status	haplotype
283ce268bda7420a	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,1,1,1,1,0,1,0,1,0,1,1	noH
9d052340d1604dee	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,0,0,0,1,0,0,0,0,0,0,0	H2
441c421bfaed4dab	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1	H1
56033c05c3244c9f	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971	0,1,1,1,1,1,1,1,0,0,0,1,1,1,1	H1
63c1cf3243c549df	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166	1,1,1,1,1,0,1,1,0,1,1	H1
aa926f1a12164b8f	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339	1,1,1,1,0,1	noH
d45f5f21c2714a03	chrEXPLORE	+	1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130	0,0,0,1,0,0,1,0	H2
4cb9a411adf6478c	chrEXPLORE	+	1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,0,0,0	H2
59092182a6204842	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
7738887f49ef456d	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1	H1
5c5b20181b9541c6	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971	0,0,0,0,0,1,0,1,0,0,0,1,0,0,0	noH
4b542ce7fd974352	chrEXPLORE	+	1103913,1104159,1104198	0,0,0	H2
e2bba2f42e314f92	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003	0,0,0,0,0,0,0,0,0,0,0,0,0,0	noH
b6cb75bc11814d8d	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,1,0,1,0,1,1,1,1,1,1,1,1	H1
621e9a96457543f9	chrEXPLORE	+	1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971	0,0,0,0,0,0,0,0,0	H2
81b42914b8d84f3c	chrEXPLORE	+	1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342	0,0,0,0,0,0,0,0	H2
b41da50ca2db4f39	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1	H1
ce23ec4440f24ae3	chrEXPLORE	+	1104973,1105130,1105166,1105340,1106971,1107003	1,1,0,1,1,0	noH
89ee9cb27e644dd9	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198	0,1,0,0,0,0	noH
8d093e9574ef41e1	chrEXPLORE	+	1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	1,1,1,1,1,1,0,1,0,1,0	noH
c7bd386fdc7d4178	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0	H2
f01949e8c58a480a	chrEXPLORE	+	1104973,1105130,1105166,1105340,1106971,1107003	0,0,0,0,0,0	noH
473b3af1fb704672	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1	H1
2312f92054e64410	chrEXPLORE	+	1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	0,0,1,0,0,0,0,0,0	H2
5d62ec51535c4df0	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0	H1
48d7f41d4f4246cd	chrEXPLORE	+	1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003	1,1,1,0,1,0,1,1,1,1,1	noH
cf33215647de4eb5	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693	1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1	noH
83b5ee40fe914a59	chrEXPLORE	+	1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	H2
be2d59cf6fba4b46	chrEXPLORE	+	1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003	1,1,1,0,1,1,1,1,1	noH
b3bd8b67ad784e48	chrEXPLORE	+	1103055,1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342	1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1	H1
645cf1400b114a6b	chrEXPLORE	+	1103111,1103475,1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973	0,1,1,1,1,1,0,1,1,1	H1
0531823131604b97	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1	H2
b3c059e192a14454	chrEXPLORE	+	1103563,1103913,1104159,1104198,1104339,1104565,1104618,1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	noH
b12935e54a6a4084	chrEXPLORE	+	1104618,1104973,1105130,1105166,1105340,1106971	0,0,0,0,0,0	H2
ba9e8027afff4911	chrEXPLORE	+	1104973,1105130,1105166,1105340,1106971,1107003,1107342,1107388,1107693,1107958	0,1,1,1,1,1,1,1,1,0	H1
