readlabel	chrom	strand	startcoord	status	haplotype
9f9d888e9ce54040	chrEXPLORE	+	1729665,1730022,1730105,1730143,1730303,1730883	0,0,0,1,0,0	noH
4258aaecc2794324	chrEXPLORE	+	1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0	H2
87936699e5084066	chrEXPLORE	+	1729168,1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
3688de99f1d14e55	chrEXPLORE	+	1732662,1732767,1732788	0,0,0	noH
00cca9aaf9ac4679	chrEXPLORE	+	1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416	1,0,0,0,1,0,0,0,0,1,0,1,0	H2
1f611014d84249ae	chrEXPLORE	+	1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	1,1,1,1,1,1,1,1,1,1,1,1	H1
a624c9885ad647cc	chrEXPLORE	+	1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	noH
252c705985384ad3	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416	1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1	H1
4f24b262ad8b45da	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767	1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0	noH
7b3bc792ab374877	chrEXPLORE	+	1729168,1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662	0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1	H2
1e08c5cccb8445ff	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0	H2
ee4221885b9842c0	chrEXPLORE	+	1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020	1,0,0,0,0,0,0,1,0,0,0	H2
194250c7db61464c	chrEXPLORE	+	1732020,1732124,1732275,1732416	1,1,1,1	H1
e09f585cb35e415c	chrEXPLORE	+	1730883,1731028,1731384	1,1,1	noH
38a6a00fcdab4f37	chrEXPLORE	+	1729168,1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1	noH
546435162e9049b8	chrEXPLORE	+	1729665,1730022,1730105,1730143,1730303,1730883,1731028	0,0,0,0,0,0,0	H2
1034c591f86844bf	chrEXPLORE	+	1730143,1730303,1730883,1731028	1,0,0,0	H2
75ee66e8aca8466c	chrEXPLORE	+	1730883,1731028,1731384,1731666,1731812,1732020	0,0,0,0,0,1	noH
9a4c026bb7084639	chrEXPLORE	+	1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124	0,0,0,0,0,0,0,0,0,0,0	noH
487dd81aa2de4e73	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275	1,1,1,1,1,1,1,1,0,1,1,1,1,1,1	H1
adfa7b6140924446	chrEXPLORE	+	1729168,1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384	0,1,1,0,1,0,0,0,1,0,0	noH
8635180ec03e4e06	chrEXPLORE	+	1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124	0,0,1,0,0,0,0,0,1	noH
f94c9568638e44e9	chrEXPLORE	+	1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416	1,1,1,1,1,1,1,1	H1
cb51e55f76594276	chrEXPLORE	+	1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666	0,0,0,0,0,0,0,1,1,0	H2
06229eb15e874b8b	chrEXPLORE	+	1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767	0,0,0,0,0,0,0,0,0	noH
6bf0fcbb1ab24c5c	chrEXPLORE	+	1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124	1,0,0,0,0,0,1,0,0,1,0,0,0,0	H2
228f9e95d13948cc	chrEXPLORE	+	1729168,1729378,1729512,1729665,1730022,1730105,1730143,1730303,1730883,1731028,1731384,1731666,1731812,1732020,1732124,1732275,1732416,1732662,1732767,1732788	1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	H1
