readlabel	chrom	strand	startcoord	status	haplotype
49d20bd1fbe44193	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
8121a2effc0046f7	chrEXPLORE	+	1002243,1002312,1002403,1002524,1002831,1002875	1,1,1,0,1,1	H1
77d0f050ce4d4155	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695	0,0,1,0,0,0,0,0	H2
3e6ff55de0e74ddc	chrEXPLORE	+	1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	H2
039cb159865949f8	chrEXPLORE	+	1002213,1002243,1002312,1002403	0,1,0,1	H2
e2a5dc5672aa46f2	chrEXPLORE	+	1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243	1,1,1,1,1,0,0,1	H1
b003c4f87f144cb9	chrEXPLORE	+	1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831,1002875,1003019	0,0,0,0,0,0,0,0,0,0	H2
842b217fffa64e2c	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0	noH
23b984f28c704338	chrEXPLORE	+	1002213,1002243,1002312,1002403,1002524,1002831	0,0,0,0,0,0	H2
be0d8e173c0445ed	chrEXPLORE	+	1001543,1001583,1001623	0,0,0	noH
095d16fe30d8499a	chrEXPLORE	+	1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243	0,0,0,1,0,0,0,0,0,0	noH
9957cf309f974d9d	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	H2
65847590dd004d2d	chrEXPLORE	+	1002243,1002312,1002403	0,0,0	noH
db61900ddced4460	chrEXPLORE	+	1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243	1,1,1,1,1,1,1,0,0,1	noH
1840584d7d384b83	chrEXPLORE	+	1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312	0,0,0,0,0,0,0,0,0,1,0,0,0	H2
8e518686c3754e55	chrEXPLORE	+	1000183,1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843	1,1,1,1,1,1,1,1,1,0	H1
027fb0495937462c	chrEXPLORE	+	1000429,1000439,1001139,1001496,1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312,1002403,1002524,1002831	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	H2
0c71d30608d944e3	chrEXPLORE	+	1001543,1001583,1001623,1001695,1001843,1001956,1002024,1002213,1002243,1002312	1,1,0,1,1,1,0,1,1,0	H1
